2025-05-12T01:27:38.096Z, 310,294,1023,425,825,0,365,106,0
2025-05-12T01:27:38.130Z, 311,294,1023,424,824,0,364,106,0
2025-05-12T01:27:38.350Z, 311,293,1023,425,825,0,365,106,0
2025-05-12T01:27:38.740Z, 311,288,1023,426,826,0,365,106,0
2025-05-12T01:27:38.774Z, 311,283,1023,426,826,0,366,106,0
2025-05-12T01:27:38.814Z, 311,274,1023,425,826,0,365,106,0
2025-05-12T01:27:38.843Z, 310,267,1023,424,826,0,365,106,0
2025-05-12T01:27:38.878Z, 310,246,1023,426,825,0,366,106,0
2025-05-12T01:27:38.912Z, 311,218,1023,426,826,0,366,106,0
2025-05-12T01:27:38.946Z, 310,190,1023,425,826,0,365,106,0
2025-05-12T01:27:38.981Z, 310,159,1023,425,825,0,365,106,0
2025-05-12T01:27:39.017Z, 311,122,1023,427,825,0,366,106,0
2025-05-12T01:27:39.052Z, 310,80,1023,426,826,0,365,106,0
2025-05-12T01:27:39.081Z, 310,36,1023,425,826,0,365,106,0
2025-05-12T01:27:39.114Z, 311,0,1023,426,826,0,366,106,0
2025-05-12T01:27:39.468Z, 310,8,1023,425,825,0,365,106,0
2025-05-12T01:27:39.505Z, 311,29,1023,424,826,1,364,107,0
2025-05-12T01:27:39.534Z, 310,47,1023,426,826,0,365,105,0
2025-05-12T01:27:39.569Z, 312,64,1023,427,824,0,365,106,0
2025-05-12T01:27:39.603Z, 310,93,1023,425,826,0,365,106,0
2025-05-12T01:27:39.637Z, 311,122,1023,426,826,0,366,106,0
2025-05-12T01:27:39.669Z, 310,151,1023,426,826,0,365,106,0
2025-05-12T01:27:39.703Z, 310,177,1023,425,826,0,365,106,0
2025-05-12T01:27:39.737Z, 310,205,1023,426,825,0,365,106,0
2025-05-12T01:27:39.772Z, 310,232,1023,426,826,0,366,106,0
2025-05-12T01:27:39.806Z, 310,255,1023,426,825,0,365,106,0
2025-05-12T01:27:39.840Z, 310,271,1023,425,825,0,365,106,0
2025-05-12T01:27:39.875Z, 310,285,1023,426,825,0,366,106,0
2025-05-12T01:27:39.909Z, 310,298,1023,426,826,0,365,106,0
2025-05-12T01:27:39.943Z, 310,311,1023,425,825,0,365,106,0
2025-05-12T01:27:39.977Z, 310,325,1023,426,826,0,365,106,0
2025-05-12T01:27:40.012Z, 311,332,1023,427,826,0,366,106,0
2025-05-12T01:27:40.046Z, 310,333,1023,426,823,0,365,105,0
2025-05-12T01:27:40.080Z, 311,334,1023,424,826,0,364,107,0
2025-05-12T01:27:40.792Z, 310,333,1023,425,825,0,360,106,0
2025-05-12T01:27:40.826Z, 310,333,1023,426,825,0,354,106,0
2025-05-12T01:27:40.861Z, 311,332,1023,424,826,0,345,106,0
2025-05-12T01:27:40.895Z, 310,334,1023,425,825,0,334,105,0
2025-05-12T01:27:40.929Z, 310,333,1023,426,826,0,304,106,0
2025-05-12T01:27:40.964Z, 310,332,1023,425,826,0,263,106,0
2025-05-12T01:27:41.000Z, 310,333,1023,426,826,0,220,106,0
2025-05-12T01:27:41.033Z, 311,333,1023,426,826,0,167,107,0
2025-05-12T01:27:41.066Z, 310,333,1023,426,825,0,97,106,0
2025-05-12T01:27:41.100Z, 310,333,1023,425,826,0,42,106,0
2025-05-12T01:27:41.131Z, 312,334,1023,426,826,0,0,107,0
2025-05-12T01:27:41.469Z, 311,333,1023,425,825,0,15,106,0
2025-05-12T01:27:41.503Z, 311,332,1023,425,826,0,35,106,0
2025-05-12T01:27:41.536Z, 311,334,1023,426,825,0,56,107,0
2025-05-12T01:27:41.569Z, 312,334,1023,426,824,0,76,107,0
2025-05-12T01:27:41.604Z, 311,333,1023,425,826,0,106,107,0
2025-05-12T01:27:41.638Z, 311,333,1023,426,826,0,142,106,0
2025-05-12T01:27:41.677Z, 310,333,1023,426,826,0,175,106,0
2025-05-12T01:27:41.707Z, 310,333,1023,425,826,0,200,106,0
2025-05-12T01:27:41.744Z, 310,333,1023,425,826,0,221,106,0
2025-05-12T01:27:41.776Z, 311,333,1023,426,826,0,240,106,0
2025-05-12T01:27:41.810Z, 310,333,1023,426,826,0,256,106,0
2025-05-12T01:27:41.843Z, 310,333,1023,425,825,0,275,106,0
2025-05-12T01:27:41.878Z, 310,333,1023,426,826,0,298,106,0
2025-05-12T01:27:41.912Z, 311,334,1023,426,826,0,317,106,0
2025-05-12T01:27:41.946Z, 310,333,1023,425,826,0,332,106,0
2025-05-12T01:27:41.981Z, 310,333,1023,425,826,0,351,106,0
2025-05-12T01:27:42.015Z, 311,333,1023,427,826,0,375,106,0
2025-05-12T01:27:42.050Z, 310,333,1023,426,826,0,402,106,0
2025-05-12T01:27:42.087Z, 310,333,1023,425,826,0,428,106,0
2025-05-12T01:27:42.118Z, 310,333,1023,426,826,0,454,106,0
2025-05-12T01:27:42.154Z, 311,334,1023,426,826,0,474,106,0
2025-05-12T01:27:42.190Z, 310,333,1023,425,826,0,485,106,0
2025-05-12T01:27:42.221Z, 310,333,1023,425,825,0,492,106,0
2025-05-12T01:27:42.255Z, 310,333,1023,426,825,0,497,107,0
2025-05-12T01:27:42.290Z, 311,332,1023,424,826,0,500,106,0
2025-05-12T01:27:42.730Z, 310,333,1023,425,825,0,501,112,0
2025-05-12T01:27:42.766Z, 310,333,1023,426,825,0,502,119,0
2025-05-12T01:27:42.803Z, 311,333,1023,425,826,0,503,131,0
2025-05-12T01:27:42.833Z, 310,334,1023,425,825,0,503,145,0
2025-05-12T01:27:42.867Z, 310,333,1023,425,826,0,502,177,0
2025-05-12T01:27:42.902Z, 310,333,1023,425,825,0,501,215,0
2025-05-12T01:27:42.936Z, 310,334,1023,426,826,0,502,257,0
2025-05-12T01:27:42.973Z, 310,333,1023,426,826,0,502,303,0
2025-05-12T01:27:43.007Z, 310,333,1023,425,826,0,501,350,0
2025-05-12T01:27:43.039Z, 310,333,1023,425,826,0,502,396,0
2025-05-12T01:27:43.073Z, 311,333,1023,426,826,0,503,440,0
2025-05-12T01:27:43.112Z, 310,333,1023,425,826,0,502,477,0
2025-05-12T01:27:43.142Z, 310,333,1023,425,826,0,501,510,0
2025-05-12T01:27:43.176Z, 311,334,1023,426,826,0,502,543,0
2025-05-12T01:27:43.211Z, 310,333,1023,426,826,0,502,574,0
2025-05-12T01:27:43.249Z, 310,333,1023,426,826,0,502,598,0
2025-05-12T01:27:43.279Z, 311,333,1023,426,825,0,502,621,0
2025-05-12T01:27:43.314Z, 311,334,1023,426,826,0,503,644,0
2025-05-12T01:27:43.348Z, 310,333,1023,426,826,0,502,660,0
2025-05-12T01:27:43.404Z, 310,333,1023,425,825,0,502,670,0
2025-05-12T01:27:43.416Z, 311,334,1023,426,826,0,503,676,0
2025-05-12T01:27:43.450Z, 310,333,1023,426,824,0,502,668,0
2025-05-12T01:27:43.494Z, 311,334,1023,424,827,0,500,662,0
2025-05-12T01:27:43.519Z, 311,334,1023,425,825,0,502,653,0
2025-05-12T01:27:43.554Z, 311,334,1023,426,826,0,502,633,0
2025-05-12T01:27:43.588Z, 310,333,1023,426,826,0,501,602,0
2025-05-12T01:27:43.622Z, 310,333,1023,425,826,0,502,569,0
2025-05-12T01:27:43.663Z, 311,334,1023,426,826,0,502,538,0
2025-05-12T01:27:43.690Z, 310,333,1023,426,826,0,502,507,0
2025-05-12T01:27:43.725Z, 310,333,1023,425,826,0,501,477,0
2025-05-12T01:27:43.759Z, 310,333,1023,426,825,0,502,446,0
2025-05-12T01:27:43.794Z, 311,334,1023,426,826,0,503,411,0
2025-05-12T01:27:43.828Z, 310,333,1023,425,826,0,502,370,0
2025-05-12T01:27:43.862Z, 310,333,1023,425,826,0,502,328,0
2025-05-12T01:27:43.896Z, 311,334,1023,426,826,0,502,287,0
2025-05-12T01:27:43.931Z, 310,333,1023,426,826,0,502,246,0
2025-05-12T01:27:43.965Z, 310,333,1023,425,826,0,502,204,0
2025-05-12T01:27:44.000Z, 310,333,1023,425,826,0,502,161,0
2025-05-12T01:27:44.034Z, 310,334,1023,426,826,0,503,120,0
2025-05-12T01:27:44.069Z, 310,333,1023,425,825,0,502,78,0
2025-05-12T01:27:44.101Z, 310,333,1023,425,826,0,502,47,0
2025-05-12T01:27:44.134Z, 311,334,1023,426,826,0,503,25,0
2025-05-12T01:27:44.166Z, 311,333,1023,425,826,0,502,8,0
2025-05-12T01:27:44.198Z, 310,333,1023,425,826,0,502,0,0
2025-05-12T01:27:44.230Z, 310,333,1023,424,826,0,500,0,0
2025-05-12T01:27:45.161Z, 311,334,1023,426,825,0,503,0,0
2025-05-12T01:27:45.316Z, 310,333,1023,425,825,0,500,0,0
2025-05-12T14:11:53.871Z, 194,261,1023,425,825,0,213,0,0
2025-05-12T14:11:53.899Z, 194,260,1023,424,826,0,208,0,0
2025-05-12T14:11:53.931Z, 194,261,1023,424,824,0,203,0,0
2025-05-12T14:11:53.963Z, 194,260,1023,425,824,0,198,0,0
2025-05-12T14:11:53.995Z, 195,261,1023,424,823,0,192,0,0
2025-05-12T14:11:54.027Z, 195,261,1023,425,826,0,189,0,0
2025-05-12T14:11:54.059Z, 194,262,1023,425,826,0,185,0,0
2025-05-12T14:11:54.092Z, 194,262,1023,425,825,0,182,0,0
2025-05-12T14:11:54.124Z, 193,261,1023,424,826,0,179,0,0
2025-05-12T14:11:54.278Z, 194,261,1023,425,825,0,186,0,0
2025-05-12T14:11:54.311Z, 194,260,1023,424,826,0,192,0,0
2025-05-12T14:11:54.343Z, 193,262,1022,424,826,0,201,0,0
2025-05-12T14:11:54.373Z, 193,261,1023,426,823,0,209,0,0
2025-05-12T14:11:54.406Z, 194,261,1023,425,825,0,221,0,0
2025-05-12T14:11:54.438Z, 194,261,1023,425,826,0,243,0,0
2025-05-12T14:11:54.470Z, 194,261,1023,425,826,0,267,0,0
2025-05-12T14:11:54.502Z, 194,261,1023,425,825,0,289,0,0
2025-05-12T14:11:54.535Z, 194,261,1023,425,825,0,306,0,0
2025-05-12T14:11:54.567Z, 194,261,1023,425,825,0,321,0,0
2025-05-12T14:11:54.600Z, 194,261,1023,425,826,0,334,0,0
2025-05-12T14:11:54.631Z, 194,261,1023,425,825,0,347,0,0
2025-05-12T14:11:54.664Z, 194,261,1023,425,825,0,361,0,0
2025-05-12T14:11:54.695Z, 194,261,1023,425,826,0,374,0,0
2025-05-12T14:11:54.728Z, 194,261,1023,425,826,0,385,0,0
